user,degree,closeness,betweenness,load,eigenvector,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved,mean_score,sum_score
cha_janette,0.0,0.0,0.0,0.0,0.0,2.0304431103681193e-05,8.80387105086208e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276630437122863,0.09276630437122863
yspedro,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,3.896181231019814e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276596324853997,0.09276596324853997
SajeshSreejayan,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,1.2175566346936918e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276571973721302,0.09276571973721302
wooebj96,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,6.368757781474696e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276566694804425,0.09276566694804425
DaRealMoMoney,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,6.2189046572047034e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276555911942407,0.09276555911942407
E_Dygert87,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,6.930706997487169e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276505677088247,0.09276505677088247
ronyrajputsingh,0.0,0.0,0.0,0.0,0.0,0.0,6.237636297738453e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276494553650944,0.09276494553650944
OkwuyahNworji,0.0,0.0,0.0,0.0,0.0,0.0,2.472576550454882e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276460325835059,0.09276460325835059
babyhiiippoo14,0.0,0.0,0.0,0.0,0.0,0.0,1.423604680564932e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276450789727152,0.09276450789727152
vicky_lou11,0.0,0.0,0.0,0.0,0.0,0.0,1.3112148373624375e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276449768001305,0.09276449768001305
ccroft78,0.0,0.0,0.0,0.0,0.0,0.0,1.1800933536261937e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276448575987817,0.09276448575987817
IsaacPiero2,0.0,0.0,0.0,0.0,0.0,0.0,1.1426300725586954e-06,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276448235412534,0.09276448235412534
khanarman009,0.0,0.0,0.0,0.0,0.0,0.0,8.991187456199571e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276446021673199,0.09276446021673199
TonyDSpeaks,0.0,0.0,0.0,0.0,0.0,0.0,8.991187456199571e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276446021673199,0.09276446021673199
deedoboys,0.0,0.0,0.0,0.0,0.0,0.0,6.368757781474696e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927644363764622,0.0927644363764622
carterlm,0.0,0.0,0.0,0.0,0.0,0.0,5.24485934944975e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276442615920373,0.09276442615920373
MrMacy88,0.0,0.0,0.0,0.0,0.0,0.0,4.4955937280997855e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927644193476981,0.0927644193476981
sharan_sherikar,0.0,0.0,0.0,0.0,0.0,0.0,4.3082773227622944e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276441764482167,0.09276441764482167
V_Giardina,0.0,0.0,0.0,0.0,0.0,0.0,3.9336445120873123e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276441423906885,0.09276441423906885
ravipratikk,0.0,0.0,0.0,0.0,0.0,0.0,1.6858476480374195e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276439380455191,0.09276439380455191
sorb71,0.0,0.0,0.0,0.0,0.0,0.0,1.4985312426999285e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927643921016755,0.0927643921016755
Abhishe82985772,0.0,0.0,0.0,0.0,0.0,0.0,1.3112148373624374e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276439039879908,0.09276439039879908
baabu2,0.0,0.0,0.0,0.0,0.0,0.0,1.1238984320249464e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276438869592267,0.09276438869592267
1BirdyTheMighty,0.0,0.0,0.0,0.0,0.0,0.0,1.1238984320249464e-07,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276438869592267,0.09276438869592267
anniesmith5992,0.0,0.0,0.0,0.0,0.0,0.0,9.365820266874553e-08,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276438699304626,0.09276438699304626
CortezW63318292,0.0,0.0,0.0,0.0,0.0,0.0,3.746328106749821e-08,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.09276438188441703,0.09276438188441703
mcdowell_pk,0.0,0.0,0.0,0.0,0.0,0.0,1.8731640533749106e-08,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927643801815406,0.0927643801815406
YogeshKanaujia1,0.0,0.0,0.0,0.0,0.0,0.0,1.8731640533749106e-08,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927643801815406,0.0927643801815406
Rubios89099481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927643784786642,0.0927643784786642
CarlosP63609209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,1.0,0.0,0.0,0.0,0.0,0.0927643784786642,0.0927643784786642
AskLyft,0.002032520325203252,0.004629629629629629,0.0,0.0,3.280043913367717e-35,0.0015025279016724084,0.0015403589960117903,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0927190107713791,0.0927190107713791
PopeyesChicken,0.0,0.0023148148148148147,0.0,0.0,1.6400219566838582e-35,0.008209758309588429,0.00451565531511143,0.9999999999999999,0.004166666666666667,0.0,0.0,0.0,0.0,0.09265517228238011,0.09265517228238011
StlGig,0.008130081300813007,0.0,0.0,0.0,0.0,0.0,1.4985312426999285e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09257584661696275,0.09257584661696275
DaveLeeFT,0.0,0.0,0.0,0.0,0.0,0.007350204059532592,0.000712776385590221,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09256973291616144,0.09256973291616144
TonyDofat,0.002032520325203252,0.0,0.0,0.0,1.1863310599837428e-25,0.0023891547265331536,0.000492379903070129,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09228346696249633,0.09228346696249633
equitygod,0.0040650406504065045,0.0,0.0,0.0,0.0,5.414514960981652e-05,1.2250492909071916e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09221231981141621,0.09221231981141621
under_const007,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,4.3082773227622944e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09220632301007199,0.09220632301007199
abhaarun,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,3.9336445120873123e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09220631960431916,0.09220631960431916
Uber_Kolkata,0.0,0.0023148148148148147,0.0,0.0,1.6400219566838582e-35,0.0002301168858417202,0.00104657421990163,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0921632352321101,0.0921632352321101
GulBukhari,0.0,0.0,0.0,0.0,0.0,0.0024703724509478786,0.0068797756668759055,0.9999999999999999,0.004166666666666667,0.0,0.0,0.0,0.0,0.0921378922531355,0.0921378922531355
jxmwaba,0.0,0.0,0.0,0.0,0.0,0.0026801849056859177,4.791553648533021e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09208474382498402,0.09208474382498402
JORDANCBRAUN,0.002032520325203252,0.0,0.0,0.0,0.0,0.00012182658662208716,2.1335338567940232e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09203452398936784,0.09203452398936784
kpswathi,0.002032520325203252,0.0,0.0,0.0,0.0,0.0001150584429208601,2.011778193324654e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09203379801661003,0.09203379801661003
vilacron,0.002032520325203252,0.0,0.0,0.0,0.0,9.47540118171789e-05,3.7650597472835705e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09203046554812916,0.09203046554812916
mikeyplewis,0.002032520325203252,0.0,0.0,0.0,0.0,6.091329331104358e-05,1.3692829230170597e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0920282916436725,0.0920282916436725
Inabees,0.002032520325203252,0.0,0.0,0.0,0.0,3.384071850613532e-05,2.0005392090044046e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202640436985932,0.09202640436985932
SarcasticSharif,0.002032520325203252,0.0,0.0,0.0,0.0,4.0608862207362386e-05,8.129531991647112e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202594003200502,0.09202594003200502
ivipankumar,0.002032520325203252,0.0,0.0,0.0,0.0,6.768143701227065e-06,3.274290765299344e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202510118265551,0.09202510118265551
stewardjornsen,0.002032520325203252,0.0,0.0,0.0,0.0,2.0304431103681193e-05,1.0527181979966997e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202431214281273,0.09202431214281273
TheArcticGay,0.002032520325203252,0.0,0.0,0.0,0.0,1.353628740245413e-05,3.540280060878581e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202306168411996,0.09202306168411996
SatishInnov8,0.002032520325203252,0.0,0.0,0.0,0.0,6.768143701227065e-06,8.260653475383356e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0920228755231848,0.0920228755231848
ThatTiredOne14,0.002032520325203252,0.0,0.0,0.0,0.0,6.768143701227065e-06,5.207396068382252e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202259795432964,0.09202259795432964
PurpleFuego_,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,1.0770693306905737e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202248842283302,0.09202248842283302
I_said_Uhh,0.002032520325203252,0.0,0.0,0.0,0.0,6.768143701227065e-06,1.2737515562949392e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202224035028307,0.09202224035028307
JfpFor,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,7.96094722684337e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202223299137119,0.09202223299137119
vermaabhishek4u,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,1.4797996021661794e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202164379613259,0.09202164379613259
ItsUnico_,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,9.553136672212045e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202159611559303,0.09202159611559303
poojashares,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,7.305339808162152e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0920215756810761,0.0920215756810761
huzi1502,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,7.305339808162152e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0920215756810761,0.0920215756810761
roudettej,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,3.371695296074839e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202153992067146,0.09202153992067146
kanas171,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,2.435113269387384e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202153140628938,0.09202153140628938
pujappathak,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,2.0604804587124017e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202152800053655,0.09202152800053655
AjaykGupta1991,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,1.4985312426999285e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202152289190732,0.09202152289190732
AdrianaStills,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,9.365820266874553e-08,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202151778327808,0.09202151778327808
imprincejerry,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202150926889603,0.09202150926889603
Jtwites1,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09202150926889603,0.09202150926889603
palstakeaway,0.0,0.0,0.0,0.0,0.0,0.0013942376024527754,3.236827484231846e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.091966426137268,0.091966426137268
k13chris,0.0,0.0,0.0,0.0,0.0,0.0012250340099220988,4.991982202244137e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09195263958769068,0.09195263958769068
aaronub4t,0.0,0.0,0.0,0.0,0.0,0.0009001631122631995,5.538946105829611e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09192360310963404,0.09192360310963404
wu,0.0,0.0,0.0,0.0,0.0,0.0006632780827202523,2.111055888153524e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09189895184311409,0.09189895184311409
Olacabs,0.0,0.0023148148148148147,0.0,0.0,1.6400219566838582e-35,0.001780021793422718,0.004685701147876805,0.9999999999999999,0.0020833333333333333,0.0,0.0,0.0,0.0,0.09189671555358615,0.09189671555358615
EmilinaLove,0.0,0.0,0.0,0.0,0.0,0.0005008426338908027,5.741247823594101e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09188748515861635,0.09188748515861635
MahanEsfahani,0.0,0.0,0.0,0.0,0.0,0.0004602337716834404,8.414252927760099e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09188622344851037,0.09188622344851037
aIonelynight,0.0,0.0,0.0,0.0,0.0,0.0003790160472687156,9.378932415248177e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918797170003704,0.0918797170003704
U3Development,0.0,0.0,0.0,0.0,0.0,0.00022334874214049313,3.396046428768713e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09186012643991646,0.09186012643991646
hegemonprime,0.0,0.0,0.0,0.0,0.0,0.00022334874214049313,5.5258339574559866e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09185754147352282,0.09185754147352282
tomcowlitz,0.0,0.0,0.0,0.0,0.0,0.00017597173623190367,5.256098333769999e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09185751039565661,0.09185751039565661
talinkpink,0.0,0.0,0.0,0.0,0.0,0.000209812454738039,1.7045792885711687e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09185735817093427,0.09185735817093427
HGNOFEAR,0.0,0.0,0.0,0.0,0.0,0.00019627616733558487,1.929358974976158e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09185633194452167,0.09185633194452167
nathitab,0.0,0.0,0.0,0.0,0.0,0.00019627616733558487,1.3243269857360618e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09185578191544054,0.09185578191544054
AlitoNet,0.0,0.0,0.0,0.0,0.0,0.00015566730512822248,2.916516431104736e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09185353764564476,0.09185353764564476
AmanBaheti9,0.002032520325203252,0.0,0.0,0.0,0.0,0.0,2.0604804587124017e-07,0.9999999999999999,0.008333333333333333,0.0,0.0,0.0,0.0,0.09185145997332565,0.09185145997332565
ginadarling__,0.0,0.0,0.0,0.0,0.0,0.00010829029921963303,9.515673391144545e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184744432775126,0.09184744432775126
Templay,0.0,0.0,0.0,0.0,0.0,0.00010829029921963303,7.249144886560904e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918472382797054,0.0918472382797054
JordanMCarson,0.0,0.0,0.0,0.0,0.0,0.00010152215551840597,4.795299976639771e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184639991710437,0.09184639991710437
ParseTheSalt,0.0,0.0,0.0,0.0,0.0,8.798586811595184e-05,1.0208744090893262e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184566147680545,0.09184566147680545
Stupid_Bliss,0.0,0.0,0.0,0.0,0.0,7.44495807134977e-05,1.2868637046685636e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184467271367393,0.09184467271367393
Noahbout_it,0.0,0.0,0.0,0.0,0.0,5.414514960981652e-05,2.997062485399857e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184438158246518,0.09184438158246518
omoore24,0.0,0.0,0.0,0.0,0.0,6.091329331104358e-05,1.6877208120907946e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184380655764408,0.09184380655764408
aleenastweets,0.0,0.0,0.0,0.0,0.0,5.414514960981652e-05,1.3861413994974339e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184291710875071,0.09184291710875071
tazbaalz,0.0,0.0,0.0,0.0,0.0,6.091329331104358e-05,6.6684640300146816e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184287848999947,0.09184287848999947
DarreonsLife,0.0,0.0,0.0,0.0,0.0,3.384071850613532e-05,3.109452328602352e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184263789767684,0.09184263789767684
AshWeez,0.0,0.0,0.0,0.0,0.0,5.414514960981652e-05,4.870226538774767e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184209972807288,0.09184209972807288
BuntySoumya,0.0,0.0,0.0,0.0,0.0,4.737700590858945e-05,8.18572691324836e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184178585140682,0.09184178585140682
pelikanhead,0.0,0.0,0.0,0.0,0.0,4.0608862207362386e-05,9.759184718083285e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184131360723441,0.09184131360723441
Jackieg414,0.0,0.0,0.0,0.0,0.0,4.737700590858945e-05,1.4423363210986811e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184117281589844,0.09184117281589844
amingopalani,0.0,0.0,0.0,0.0,0.0,4.0608862207362386e-05,5.788076924928474e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184095259743504,0.09184095259743504
Doom_FGC,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,1.8769103814816606e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918409021192066,0.0918409021192066
ImAndreM,0.0,0.0,0.0,0.0,0.0,4.0608862207362386e-05,5.113737865713506e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184089129388419,0.09184089129388419
_ItsVR,0.0,0.0,0.0,0.0,0.0,3.384071850613532e-05,7.848557383640875e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184052462804936,0.09184052462804936
johnkduggan,0.0,0.0,0.0,0.0,0.0,3.384071850613532e-05,5.86300348706347e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184034412314966,0.09184034412314966
cmflem,0.0,0.0,0.0,0.0,0.0,3.384071850613532e-05,5.675687081725979e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184032709438554,0.09184032709438554
nerdynoodle,0.0,0.0,0.0,0.0,0.0,3.384071850613532e-05,3.9898394336885595e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09184017383550844,0.09184017383550844
simonwilsonza,0.0,0.0,0.0,0.0,0.0,3.384071850613532e-05,1.2175566346936918e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183992180979944,0.09183992180979944
devin_castillo,0.0,0.0,0.0,0.0,0.0,2.0304431103681193e-05,1.404873040031183e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183985770855974,0.09183985770855974
Samithads,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,7.061828481223413e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183983782144901,0.09183983782144901
matthew356,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,5.188664427848502e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918396675338078,0.0918396675338078
JustTieMe,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,4.102229276891054e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183956876697591,0.09183956876697591
jonitanesa,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,3.165647250203599e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183948362315529,0.09183948362315529
latigocoffee,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,1.6858476480374194e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183934909591872,0.09183934909591872
dpaperin,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,1.2550199157611902e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183930992976125,0.09183930992976125
raymondkeen,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,4.4955937280997855e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183923670607554,0.09183923670607554
carolinegodess,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,1.2175566346936919e-05,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183907213512749,0.09183907213512749
Shuhustle,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,9.815379639684532e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183885757269956,0.09183885757269956
laisfortaleza,0.0,0.0,0.0,0.0,0.0,2.0304431103681193e-05,2.641161315258624e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183882065682472,0.09183882065682472
Belzoond,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,8.560359723923342e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183874347997995,0.09183874347997995
davejr555,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,7.679972618837134e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183866344478858,0.09183866344478858
YaniClovers,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,3.9898394336885595e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183832797813539,0.09183832797813539
EmmaD74,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,2.9783308448661077e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183823602280912,0.09183823602280912
aaydouble,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,2.9221359232648608e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183823091417988,0.09183823091417988
LouiseThomasD,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,2.7910144395286168e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.091838218994045,0.091838218994045
_hunterraffety,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,1.948090615509907e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183814236460645,0.09183814236460645
bayyu4u,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,1.1800933536261937e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183807254667356,0.09183807254667356
Taylorlzper1234,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,3.690133185148574e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183768544632177,0.09183768544632177
Waddell4J,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,2.8659410016636134e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183761051975962,0.09183761051975962
lisamp1986,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,2.341455066718638e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183756283922008,0.09183756283922008
Titoooo89,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,2.2103335829823946e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918375509190852,0.0918375509190852
tehtech,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,2.1541386613811473e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183754581045597,0.09183754581045597
vacationsbypam,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,1.404873040031183e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183747769539949,0.09183747769539949
OneGallonZine,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,1.0302402293562009e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183744363787123,0.09183744363787123
LovelyLydia808,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,8.991187456199571e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183743171773635,0.09183743171773635
TrakHouseMusic,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,7.679972618837133e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183741979760147,0.09183741979760147
ReallyBadAI,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,5.806808565462223e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183740276883734,0.09183740276883734
CO_Fimbulvetr,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,5.057542944112259e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918373959573317,0.0918373959573317
ViperXpyro,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,3.9336445120873123e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183738574007322,0.09183738574007322
lizakb_,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,3.371695296074839e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183738063144399,0.09183738063144399
ShivakumarHN3,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,2.809746080062366e-07,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183737552281475,0.09183737552281475
EzioKush,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,9.365820266874553e-08,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183735849405063,0.09183735849405063
KGrosenbach,0.0,0.0,0.0,0.0,0.0,0.0,6.481147624677191e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183732388911615,0.09183732388911615
biryaneemonster,0.0,0.0,0.0,0.0,0.0,0.0,6.106514814002209e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183728983158791,0.09183728983158791
wslvr,0.0,0.0,0.0,0.0,0.0,0.0,4.40193552543104e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.0918371348698344,0.0918371348698344
kaymarie_xxx,0.0,0.0,0.0,0.0,0.0,0.0,4.270814041694796e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183712294969952,0.09183712294969952
AngeleahChavis,0.0,0.0,0.0,0.0,0.0,0.0,3.839986309418567e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183708378354205,0.09183708378354205
Madamme_Butt,0.0,0.0,0.0,0.0,0.0,0.0,3.7837913878173193e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183707867491281,0.09183707867491281
makaveli_alpha,0.0,0.0,0.0,0.0,0.0,0.0,3.7463281067498212e-06,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,0.09183707526915998,0.09183707526915998
